Cognitive Challenge Family Name,Individual Cognitive Challenge Short Name,Individual Cognitive Challenge Long Name,Technology Name,Linked 0/1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Countering biological weapons,"Countering weaponised disease / genetic / pathogen weapons will present as a biological challenge, but will probably find expression as a social challenge requiring extensive collaboration with civilian authorities.",3D visual displays,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Countering biological weapons,"Countering weaponised disease / genetic / pathogen weapons will present as a biological challenge, but will probably find expression as a social challenge requiring extensive collaboration with civilian authorities.",Virtual reality headsets,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Countering biological weapons,"Countering weaponised disease / genetic / pathogen weapons will present as a biological challenge, but will probably find expression as a social challenge requiring extensive collaboration with civilian authorities.",Augmented reality glasses,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Countering biological weapons,"Countering weaponised disease / genetic / pathogen weapons will present as a biological challenge, but will probably find expression as a social challenge requiring extensive collaboration with civilian authorities.",Audio indicators,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Touchscreens,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Touch-interactive large objects,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Gesture and movement sensors,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Handheld controllers,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Keyboard and text input devices,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Drawing or writing implements,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Image recognition cameras,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Eye tracking equipment,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Physiological monitors,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Physical virtual reality control interfaces,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Smart clothing and other wearables,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Telepresence equipment,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Speech-based interfaces,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Vehicle controls,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Robot Controller Interfaces,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Exoskeletons,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Body-integrated interfaces,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Smart home devices,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Rapid 3D modelling,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Haptic feedback equipment,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Physical/tactile displays,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Visual/light indicators,0,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",2D visual displays,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",3D visual displays,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Virtual reality headsets,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Augmented reality glasses,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Interoperation with partners,"Interoperability and collaboration with other militaries (recognised state, non-state and possibly even corporate / private).",Audio indicators,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Open information sharing,"Need for ""Expansive Sharing"". It will be important to be open to sourcing information outside traditional sources and from novel collaborations outside the norm as part of collaborative action. This may challenge the normative understanding of information security.",Touchscreens,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Open information sharing,"Need for ""Expansive Sharing"". It will be important to be open to sourcing information outside traditional sources and from novel collaborations outside the norm as part of collaborative action. This may challenge the normative understanding of information security.",Touch-interactive large objects,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Open information sharing,"Need for ""Expansive Sharing"". It will be important to be open to sourcing information outside traditional sources and from novel collaborations outside the norm as part of collaborative action. This may challenge the normative understanding of information security.",Gesture and movement sensors,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Open information sharing,"Need for ""Expansive Sharing"". It will be important to be open to sourcing information outside traditional sources and from novel collaborations outside the norm as part of collaborative action. This may challenge the normative understanding of information security.",Handheld controllers,1,,,,,,,,,,,,,,,
1. Collaboration with varied actors (state/nonstate/corporate/NGOs),Open information sharing,"Need for ""Expansive Sharing"". It will be important to be open to sourcing information outside traditional sources and from novel collaborations outside the norm as part of collaborative action. This may challenge the normative understanding of information security.",Keyboard and text input devices,1,,,,,,,,,,,,,,,
